1.640499527140946989e-02,9.684198562043384254e-04,-3.586404588316471909e-02
1.322349297364534999e-02,4.667318089417714713e-03,-3.237149256682163301e-02
8.846785505001208624e-03,3.370642168014234552e-03,-4.922326717797589901e-02
8.606792757045060582e-03,9.685819998355311641e-03,-7.258403493592884004e-02
6.659889032949228849e-03,1.202142512152361981e-02,-1.282308306945428300e-01
-5.332132449676063590e-03,6.194459519448527324e-02,-2.981204270408814930e-02
-5.332132449676063590e-03,6.194459519448527324e-02,-2.981204270408814930e-02
-2.797207673244742065e-02,1.221812651024251350e-01,4.355612523704514676e-03
-4.682116171985829800e-02,1.734376059248728397e-01,3.630323404242238872e-02
-6.659474579479443546e-02,2.216939304550770151e-01,5.266995408142558649e-02
-8.495679054442650813e-02,2.639296681891256657e-01,7.330364122252450154e-02
-1.065055671818481986e-01,3.017225948049294115e-01,7.238864825344266951e-02
-1.263296264878166764e-01,3.424162766432553573e-01,5.340626879931313631e-02
-1.263296264878166764e-01,3.424162766432553573e-01,5.340626879931313631e-02
-1.307291349215763676e-01,3.715713871110133959e-01,6.245941622108189262e-03
-1.250432282711203547e-01,4.032840396351170531e-01,-6.803307078261740248e-02
-1.179165920605376588e-01,4.510381609903741373e-01,-1.761827118403124781e-01
-9.972855744324782279e-02,3.652252315692710583e-01,1.971023795462827771e-02
-9.972855744324782279e-02,3.652252315692710583e-01,1.971023795462827771e-02
-1.039791889499427358e-01,2.822588554571818231e-01,2.091011877295334553e-01
-8.201074145746546640e-02,2.032793366372067367e-01,3.792059945392389220e-01
-3.762541427417237516e-02,1.276293622632583280e-01,5.267654764747320417e-01
-1.399830796854831423e-02,2.936422232221310227e-02,6.444792241671324362e-01
2.177701660012663215e-02,-6.899624310965900287e-02,7.358987580156304276e-01
2.749963812924717185e-02,-1.394659390121522902e-01,8.290412159932587510e-01
2.749963812924717185e-02,-1.394659390121522902e-01,8.290412159932587510e-01
6.773470725508666523e-02,-1.476907875721910901e-01,8.150489329881168699e-01
1.042026545855782166e-01,-1.558027622957030012e-01,7.875589042587288757e-01
1.253488785995268695e-01,-1.501278720120977350e-01,7.557612562000760592e-01
1.377230276820166632e-01,-1.073003483111306111e-01,7.958688824806983142e-01
1.377230276820166632e-01,-1.073003483111306111e-01,7.958688824806983142e-01
1.481740798314660768e-01,-6.277250004551589158e-02,8.027814033553983819e-01
1.583681595936456965e-01,-2.764798766397186594e-02,8.109423046768492460e-01
1.690579343204331730e-01,1.345343453957474622e-03,8.138189806616510369e-01
1.774086971203140684e-01,2.081881540782888965e-02,8.238380535200076071e-01
1.858276896160727665e-01,3.995482081301379024e-02,8.082694505097020032e-01
1.913377577583431910e-01,4.557792217949742375e-02,8.398415291164659235e-01
1.913377577583431910e-01,4.557792217949742375e-02,8.398415291164659235e-01
1.975277497312801778e-01,5.030886796981733078e-02,8.422529136035058484e-01
2.042906179646696296e-01,5.073388689390488648e-02,8.409144150051971467e-01
2.123424291569899480e-01,5.048167101776828564e-02,8.148079114409186863e-01
2.262864195934209399e-01,3.322852230609335544e-02,8.486422867728800057e-01
2.262864195934209399e-01,3.322852230609335544e-02,8.486422867728800057e-01
2.410745767283661578e-01,1.258053204967550000e-02,8.513585314727508679e-01
2.534543577916782420e-01,-1.741529612490312715e-03,8.569407512478139921e-01
2.646954558802055990e-01,-1.283564509775992832e-02,8.527307723143353613e-01
2.737625719586627704e-01,-1.740569552170109779e-02,8.649421345908439029e-01
2.827284376447193881e-01,-2.174188875268649040e-02,8.519508502548022166e-01
2.901980272403938965e-01,-1.725457066014294757e-02,8.745220519690655170e-01
2.901980272403938965e-01,-1.725457066014294757e-02,8.745220519690655170e-01
2.969545186319070273e-01,-9.364383544553005548e-03,8.728030114562453923e-01
3.040067083106058887e-01,-1.776176849752527509e-05,8.589239551851677312e-01
3.095709736376732746e-01,2.040544907844471859e-02,8.632751751417605535e-01
3.165896560580359620e-01,3.900253673921082881e-02,8.415945253555210392e-01
3.165896560580359620e-01,3.900253673921082881e-02,8.415945253555210392e-01
3.238725469596405726e-01,5.133478665602789898e-02,8.331096977260140646e-01
3.310084090352564679e-01,5.764431361460260056e-02,8.390798629991926827e-01
3.382961811547414710e-01,6.180557066015093109e-02,8.338748440929093508e-01
3.460639367781034315e-01,6.079283338907717771e-02,8.420313197448369147e-01
3.536001130657637770e-01,5.955154512541552952e-02,8.292236389156861787e-01
3.629966021743473714e-01,4.998485545656911055e-02,8.469278595130851350e-01
3.629966021743473714e-01,4.998485545656911055e-02,8.469278595130851350e-01
3.716862141680380982e-01,4.091179720390887564e-02,8.402113044134992270e-01
3.817678520016171695e-01,2.888930990348488603e-02,8.419647789795369208e-01
3.901922712785073077e-01,1.575515356548021564e-02,8.222087935951949422e-01
4.058585490836270071e-01,-5.942283677969960147e-03,8.419379009663676694e-01
4.058585490836270071e-01,-5.942283677969960147e-03,8.419379009663676694e-01
4.195085375663860638e-01,-2.549322354588782688e-02,8.456934952730776889e-01
4.308573817325980215e-01,-3.972872734845189768e-02,8.521189591754839698e-01
4.412822652169981485e-01,-5.096926608874365050e-02,8.502895625539920177e-01
4.496699151700744301e-01,-5.722801224381397767e-02,8.580833521424409138e-01
4.579899810785171832e-01,-6.264628142027610369e-02,8.453521501241216818e-01
4.633573992311794121e-01,-6.097990745958990072e-02,8.657923811262305813e-01
4.633573992311794121e-01,-6.097990745958990072e-02,8.657923811262305813e-01
4.688037931541398362e-01,-5.727636475976914665e-02,8.554872698056920077e-01
4.726341457448591243e-01,-4.573717562599568381e-02,8.631660403663093950e-01
4.768954719136548892e-01,-3.399086781865345158e-02,8.473285420479177432e-01
4.831497613050128592e-01,-1.578344481952690878e-02,8.570968759225245925e-01
4.831497613050128592e-01,-1.578344481952690878e-02,8.570968759225245925e-01
4.897061754472404327e-01,-1.698397861347121377e-03,8.608437487188684845e-01
4.963988137322699612e-01,7.058040044728240876e-03,8.651849714530824853e-01
5.032997108500671946e-01,1.276579736045000898e-02,8.613275382733748264e-01
5.106532801263775623e-01,1.184502165106917325e-02,8.696453869016561589e-01
5.180423610135460599e-01,1.028167483054500016e-02,8.571034358742010140e-01
5.264960782177909859e-01,-1.810150376432266171e-03,8.745695299242178811e-01
5.264960782177909859e-01,-1.810150376432266171e-03,8.745695299242178811e-01
5.326939257946396999e-01,-1.349216332829653031e-02,8.713277419706909610e-01
5.433024799107114555e-01,-3.000866059850184828e-02,8.658184403120622319e-01
5.557271827072035597e-01,-5.251383030112216632e-02,8.585188927368649914e-01
5.666976113072572652e-01,-7.431859685494142387e-02,8.325003590035130463e-01
5.666976113072572652e-01,-7.431859685494142387e-02,8.325003590035130463e-01
5.763901277920630006e-01,-8.493682702879834512e-02,8.334798151620366191e-01
5.849918669566702700e-01,-9.150002300462405092e-02,8.376986290726797790e-01
5.932035928714796125e-01,-9.589454620891066372e-02,8.316416560152225523e-01
6.001862630181490355e-01,-9.476585622061244052e-02,8.422505362829580955e-01
6.070671244271222955e-01,-9.391870938022249538e-02,8.270933168098055788e-01
6.136014614633518161e-01,-8.391147968934653534e-02,8.494486942281065378e-01
6.136014614633518161e-01,-8.391147968934653534e-02,8.494486942281065378e-01
6.184281577148984521e-01,-7.301032165202914204e-02,8.480108551624726543e-01
6.241982548608985271e-01,-6.014171172334293464e-02,8.422288344752700828e-01
6.285845789210200429e-01,-4.125703392304633232e-02,8.395598566017699049e-01
6.348139715419419682e-01,-2.044484707830750148e-02,8.341522821654929754e-01
6.348139715419419682e-01,-2.044484707830750148e-02,8.341522821654929754e-01
6.421419573298906558e-01,-5.305740741435663495e-03,8.370066724991053198e-01
6.499656949724270660e-01,5.346067173057749040e-03,8.409390965110525862e-01
6.583331044122711084e-01,1.212842140761398631e-02,8.424733560074031402e-01
6.678105610383530122e-01,1.539258859160107067e-02,8.446201414829345167e-01
6.779360760696270249e-01,1.564069592794164673e-02,8.409417267707045562e-01
6.881085740154733177e-01,1.549612325858933971e-02,8.162255756820294694e-01
6.881085740154733177e-01,1.549612325858933971e-02,8.162255756820294694e-01
6.969498611203699401e-01,1.293895745543425027e-02,7.810551213113114954e-01
7.071119309693560950e-01,1.088081308488549233e-02,7.421040149152429155e-01
7.169139155187567169e-01,8.015909777125759458e-03,6.864248814205669014e-01
7.271585584924595835e-01,6.416091573202237046e-03,6.081302257359553209e-01
7.271585584924595835e-01,6.416091573202237046e-03,6.081302257359553209e-01
7.355265314679655386e-01,3.683091873467111890e-03,5.150488842766853814e-01
7.417843536176716990e-01,1.675748972688393930e-03,4.030006127865039534e-01
7.495561804190934430e-01,8.457817040070013349e-04,2.683643265018349489e-01
7.593273775587022767e-01,-3.419995381234511842e-04,1.100452581107757843e-01
7.710324110779617213e-01,-1.514814949794175128e-03,-7.090021997282731914e-02
